610 nm,680 nm,730 nm,760 nm,810 nm,860 nm,560 nm,585 nm,645 nm,705 nm,900 nm,940 nm,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm
8183.37,2815.08,783.10,553.14,1144.90,801.28,3222.99,3875.68,2384.74,12390.16,1629.67,670.59,16.75,69.35,213.45,331.26,370.30,266.53
8183.37,2816.06,783.10,552.29,1144.90,801.28,3223.47,3878.38,2385.52,12383.59,1630.84,670.59,16.75,69.35,213.45,331.26,370.30,266.53
8186.77,2815.08,783.10,553.14,1144.90,801.28,3222.52,3878.38,2386.31,12374.70,1629.67,669.66,16.75,69.35,213.45,331.26,371.09,266.53
8187.91,2815.08,783.10,552.29,1144.90,801.28,3226.80,3882.42,2387.48,12382.82,1630.84,670.59,16.75,69.35,214.37,331.26,371.09,266.53
8189.04,2815.08,783.10,553.14,1144.90,801.28,3228.71,3880.63,2383.96,12373.16,1629.09,670.59,16.75,69.35,213.45,331.26,371.09,266.53
8183.37,2815.08,782.21,552.29,1145.80,800.14,3230.14,3881.07,2385.13,12360.79,1629.09,670.59,16.75,69.35,213.45,331.26,371.09,266.53
8193.57,2815.08,783.10,553.14,1144.90,801.28,3237.28,3891.41,2386.70,12371.23,1629.09,670.59,16.75,69.35,213.45,331.26,371.89,266.53
8191.31,2814.11,782.21,552.29,1143.09,801.28,3235.85,3886.92,2382.78,12382.05,1629.09,671.53,16.75,69.35,213.45,332.20,371.89,267.23
8186.77,2815.08,783.10,553.14,1144.90,801.28,3241.09,3891.41,2385.52,12369.68,1629.09,671.53,16.75,69.35,214.37,332.20,371.89,267.23
8187.91,2815.08,783.10,552.29,1144.90,800.14,3238.71,3888.71,2385.92,12350.36,1628.50,670.59,16.75,69.35,214.37,331.26,371.89,267.23
8192.44,2817.03,783.99,553.14,1144.90,801.28,3244.90,3894.56,2385.13,12359.63,1627.92,671.53,16.75,69.35,213.45,330.31,371.09,266.53
8196.97,2818.01,783.99,553.14,1144.90,801.28,3248.71,3896.80,2382.78,12361.95,1625.58,671.53,16.75,69.35,212.52,329.37,370.30,265.82
8195.84,2817.03,783.99,553.14,1144.90,801.28,3248.71,3897.70,2385.13,12349.97,1625.58,670.59,16.75,69.35,213.45,330.31,371.09,266.53
8199.24,2817.03,783.99,553.14,1144.90,801.28,3250.14,3902.19,2385.13,12341.08,1627.34,671.53,16.75,69.35,213.45,330.31,371.09,266.53
8200.37,2816.06,783.99,553.14,1143.99,800.14,3250.62,3903.09,2384.35,12361.18,1626.75,672.47,16.75,69.35,213.45,330.31,371.09,266.53
8200.37,2816.06,783.99,553.14,1143.99,800.14,3259.66,3911.63,2385.92,12364.66,1626.17,673.40,16.75,69.35,213.45,330.31,371.09,266.53
8195.84,2815.08,783.99,553.14,1143.99,800.14,3268.71,3922.86,2390.22,12375.09,1630.25,675.28,16.75,69.35,213.45,330.31,371.09,267.23
8198.11,2814.11,783.99,553.14,1143.99,800.14,3279.66,3933.65,2390.61,12379.34,1630.84,676.21,16.75,69.35,213.45,330.31,371.89,266.53
8195.84,2814.11,783.10,552.29,1143.99,800.14,3284.43,3937.24,2391.40,12376.64,1631.42,676.21,16.75,69.35,213.45,331.26,371.89,267.23
8194.71,2813.14,783.10,552.29,1143.09,800.14,3286.81,3938.59,2391.01,12367.36,1629.67,676.21,16.75,69.35,213.45,331.26,371.89,267.23
8192.44,2813.14,783.10,552.29,1143.09,800.14,3289.66,3944.43,2392.57,12365.43,1627.92,676.21,16.75,69.35,213.45,331.26,372.68,267.23
8195.84,2813.14,783.10,553.14,1143.09,800.14,3293.00,3946.68,2393.75,12365.04,1628.50,676.21,16.75,69.35,213.45,331.26,372.68,267.23
8200.37,2810.21,782.21,552.29,1142.19,800.14,3290.62,3944.43,2392.96,12360.79,1626.17,676.21,16.75,69.35,213.45,331.26,372.68,267.94
8198.11,2813.14,783.99,553.14,1143.09,800.14,3300.14,3955.67,2399.23,12378.96,1632.00,678.09,16.75,69.35,213.45,331.26,372.68,267.94
8201.51,2814.11,782.21,552.29,1143.99,799.00,3296.81,3952.52,2400.01,12359.63,1632.00,677.15,16.75,69.35,214.37,331.26,372.68,267.94
8204.91,2813.14,783.10,553.14,1143.99,800.14,3302.52,3958.81,2401.58,12370.07,1630.84,678.09,16.75,69.35,214.37,332.20,373.47,267.94
8204.91,2813.14,783.10,552.29,1142.19,799.00,3301.57,3956.12,2398.45,12369.29,1629.09,679.02,16.75,69.35,214.37,332.20,372.68,267.94
8200.37,2813.14,783.10,553.14,1143.09,799.00,3309.19,3964.21,2402.36,12377.80,1632.59,679.96,16.75,69.35,214.37,332.20,373.47,268.64
8202.64,2813.14,783.10,552.29,1143.09,797.87,3305.86,3960.61,2401.97,12349.20,1630.25,678.09,16.75,69.35,214.37,332.20,373.47,268.64
8206.04,2814.11,783.99,553.14,1143.99,800.14,3309.67,3966.00,2404.32,12366.97,1631.42,679.02,16.75,69.35,214.37,332.20,374.26,268.64
8210.57,2815.08,783.99,553.14,1144.90,800.14,3311.57,3961.51,2400.80,12354.61,1626.75,679.02,16.75,69.35,214.37,332.20,373.47,268.64
8208.31,2813.14,783.99,553.14,1144.90,800.14,3325.86,3977.24,2406.67,12372.77,1632.00,679.96,16.75,70.28,214.37,332.20,374.26,268.64
8212.84,2813.14,783.99,553.14,1144.90,800.14,3327.29,3979.93,2408.24,12366.59,1630.84,679.96,16.75,69.35,214.37,332.20,374.26,268.64
8220.77,2813.14,783.99,553.14,1144.90,800.14,3330.14,3983.53,2409.80,12368.91,1632.00,680.90,16.75,69.35,214.37,333.15,374.26,268.64
8223.04,2813.14,783.99,553.14,1144.90,800.14,3338.24,3993.41,2412.93,12377.80,1634.34,682.77,16.75,70.28,214.37,333.15,374.26,269.35
8229.84,2817.03,784.88,553.14,1146.70,800.14,3341.57,3995.66,2412.54,12385.53,1635.50,682.77,16.75,70.28,215.29,334.09,375.85,269.35
